index,len_payload,fernet_enc,fernet_dec,rsa_enc,rsa_dec
23,173,2.8700014809146523e-05,2.139998832717538e-05,3.739999374374747e-05,0.0003215000033378601
24,172,2.719997428357601e-05,2.5800021830946207e-05,3.749999450519681e-05,0.00031450000824406743
25,174,3.100000321865082e-05,2.160001895390451e-05,3.71999922208488e-05,0.0003142000059597194
26,169,2.8000009479001164e-05,2.269999822601676e-05,3.71999922208488e-05,0.00033710000570863485
27,168,7.509998977184296e-05,3.610001294873655e-05,4.659997648559511e-05,0.00031709999893791974
28,164,3.120000474154949e-05,2.2799998987466097e-05,3.8300000596791506e-05,0.00031480001052841544
29,163,2.720000338740647e-05,2.1099986042827368e-05,3.680001827888191e-05,0.00031439997837878764
30,167,2.6699999580159783e-05,2.1400017431005836e-05,3.619998460635543e-05,0.0003228000132367015
31,163,2.7400004910305142e-05,2.1199986804276705e-05,3.71999922208488e-05,0.0003150000120513141
32,170,2.649999805726111e-05,2.1000014385208488e-05,3.6699988413602114e-05,0.0007815000135451555
33,165,2.7399975806474686e-05,2.1500018192455173e-05,3.689998993650079e-05,0.0003141000051982701
34,169,2.880001557059586e-05,2.1499989088624716e-05,3.7299992982298136e-05,0.00031460000900551677
35,177,2.7699978090822697e-05,2.230002428404987e-05,3.609998384490609e-05,0.0003161999920848757
36,171,2.789997961372137e-05,2.13000166695565e-05,3.63999861292541e-05,0.00031400000443682075
37,173,2.5999994250014424e-05,2.1499989088624716e-05,3.640001523308456e-05,0.0003141000051982701
38,171,2.5800021830946207e-05,2.099998528137803e-05,3.63999861292541e-05,0.0003225000109523535
39,171,2.8099981136620045e-05,2.160001895390451e-05,3.6900019040331244e-05,0.0003239999932702631
40,177,3.0099996365606785e-05,2.2299995180219412e-05,3.819999983534217e-05,0.00031609999132342637
41,175,2.6599998818710446e-05,2.120001590810716e-05,4.110002191737294e-05,0.0003142999776173383
42,165,2.6299996534362435e-05,2.1299987565726042e-05,3.680001827888191e-05,0.0003226999833714217
43,162,2.7400004910305142e-05,2.1499989088624716e-05,3.6900019040331244e-05,0.0003139999753329903
44,175,2.7600006433203816e-05,2.4699984351173043e-05,3.739999374374747e-05,0.0003142000059597194
45,167,2.6599998818710446e-05,2.1400017431005836e-05,3.63999861292541e-05,0.0003147000097669661
46,177,2.7300004148855805e-05,2.1499989088624716e-05,3.680001827888191e-05,0.0003142999776173383
47,162,2.780000795610249e-05,2.1599989850074053e-05,3.7600024370476604e-05,0.0003858999989461154
48,181,4.809998790733516e-05,3.250001464039087e-05,6.739998934790492e-05,0.00036720000207424164
49,165,3.470000228844583e-05,2.2599997464567423e-05,4.040001658722758e-05,0.0003215000033378601
50,170,2.8199981898069382e-05,2.220002352260053e-05,3.829997149296105e-05,0.0003346000157762319
51,173,2.8600014047697186e-05,2.1899992134422064e-05,3.91000066883862e-05,0.0003251000016462058
52,174,2.7400004910305142e-05,2.1499989088624716e-05,3.679998917505145e-05,0.00031450000824406743
53,169,2.61999957729131e-05,2.120001590810716e-05,3.63999861292541e-05,0.0003144000074826181
54,169,2.61999957729131e-05,2.1199986804276705e-05,3.679998917505145e-05,0.0003142000059597194
55,179,3.470000228844583e-05,2.2799998987466097e-05,3.6699988413602114e-05,0.00031430000672116876
56,167,2.6699999580159783e-05,2.099998528137803e-05,3.6500015994533896e-05,0.00031439997837878764
57,167,2.7600006433203816e-05,2.239999594166875e-05,3.929997910745442e-05,0.00031450000824406743
58,173,2.6399997295811772e-05,2.1299987565726042e-05,3.659998765215278e-05,0.0003144000074826181
59,169,2.6299996534362435e-05,2.1099986042827368e-05,3.630001447163522e-05,0.0005002999969292432
60,165,6.389999180100858e-05,3.920000744983554e-05,6.560000474564731e-05,0.0005376999906729907
61,173,4.430001717992127e-05,3.579998156055808e-05,6.10999995842576e-05,0.000534399994648993
62,163,3.739999374374747e-05,2.5399989681318402e-05,4.1799998143687844e-05,0.0003167999966535717
63,163,2.9400020139291883e-05,2.9399991035461426e-05,3.9000005926936865e-05,0.000315099983708933
64,164,2.7700007194653153e-05,2.19999928958714e-05,3.709999145939946e-05,0.0007965000113472342
65,166,2.8499984182417393e-05,2.1799991372972727e-05,3.7500023609027267e-05,0.00031519998447038233
66,162,2.780000795610249e-05,2.1599989850074053e-05,3.679998917505145e-05,0.0003155000158585608
